"ticker","calibration_cohort","review_category","decision","decision_reason","review_owner","reviewed_at","expires_at","active","allow_portfolio_candidate_override","max_position_weight_override","source_reference","next_review_at"
"WGS","diagnostics_clinical_tests","all","watchlist","GeneDx is recorded as a centralized CLIA/CAP exome and genome laboratory with proband and comparator CPT mappings. Single-product and binary-event flags are both zero; retain watchlist status for residual LDT, valuation, and technical risk; no override.","portfolio_safety_review","2026-08-10","2026-10-09","true","false","","technical_data_fix_closure_2026-08-10; reason_code=TAXONOMY_FIX_COMPLETE","2026-10-09"
"ENOV","orthopedics_spine_sports_implants","all","watchlist","The stale decision category is reconciled to the current orthopedic-device taxonomy and DJO/Enovis ownership mapping. Re-gate under normal fundamental and FDA event-risk policy; no override.","portfolio_safety_review","2026-08-10","2026-10-09","true","false","","technical_data_fix_closure_2026-08-10; reason_code=DECISION_CATEGORY_RECONCILED","2026-10-09"
"ITGR","hospital_supplies_surgical_consumables_oem","all","watchlist","Integer is recorded as a B2B OEM component manufacturer with an indirect FDA infrastructure footprint and upstream reimbursement exemption. Re-gate under normal fundamental and valuation policy; no override.","portfolio_safety_review","2026-08-10","2026-10-09","true","false","","technical_data_fix_closure_2026-08-10; reason_code=OEM_CLASSIFICATION_FIX_COMPLETE","2026-10-09"
"QDEL","diagnostics_clinical_tests","all","watchlist","The stale decision category is reconciled to QuidelOrtho's current IVD laboratory footprint and subsidiary mappings. Leverage, margins, FDA event risk, and technical gates remain active; no override.","portfolio_safety_review","2026-08-10","2026-10-09","true","false","","technical_data_fix_closure_2026-08-10; reason_code=DECISION_CATEGORY_RECONCILED","2026-10-09"
"CERS","hospital_supplies_surgical_consumables_oem","all","defer","CBER PMA, product-code, entity, recall, enforcement, and MAUDE ingestion are complete, closing the mapping data fix. Three structured death reports became available in the trailing 24-month window and require causal attribution; retain all model gates and prohibit override.","fda_event_risk_review","2026-08-10","2026-09-09","true","false","","technical_data_fix_closure_2026-08-10; reason_code=POSTMARKET_EVENT_ATTRIBUTION_REQUIRED; BP140143; BP140143-S717; PJF","2026-09-09"
"OSUR","diagnostics_clinical_tests","all","watchlist","P080027/MZO, DEN190025/QID, and the MZF HIV-detection family are verified and MIB is excluded as unrelated, closing the FDA mapping defect. Re-gate under normal fundamental, valuation, capitalization, liquidity, technical, and postmarket-risk policy; no override.","fda_footprint_review","2026-08-10","2026-10-09","true","false","","technical_data_fix_closure_2026-08-10; reason_code=FDA_IDENTIFIER_AND_PRODUCT_CODE_FIX_COMPLETE","2026-10-09"
"XRAY","elective_vision_dental_aesthetic_devices","all","data_fix_needed","The PALTOP ownership error and narrative-death parser are resolved, but the proposed 674-event deduplication is not reproducible from canonical PIT records. Reviewed DENTSPLY IH ownership adds an open Class II recall and additional MDRs. Complete product-family severity, causality, and exposure-normalization validation before disposition; no override.","fda_event_risk_review","2026-08-10","2026-08-12","true","false","","xray_regulatory_reconciliation_2026-08-10; reason_code=PRODUCT_FAMILY_EVENT_ATTRIBUTION_REQUIRED; owner_operator=2511302; canonical_pit_events=875; deaths=0; injuries=686; malfunctions=189; class_ii_recalls=1; closed_by_review_2026-08-13","2026-08-12"
"TFX","hospital_supplies_surgical_consumables_oem","all","watchlist","The legacy automatic hard-red disposition is superseded by dynamic post-market event-risk monitoring. Four trailing Class I recall families and maximum FDA event risk remain material, while the current structured MDR window contains no deaths or injuries. Keep fundamental, valuation, and FDA Tier-1 gates active; no override.","fda_event_risk_review","2026-08-13","2026-10-12","true","false","","https://www.fda.gov/medical-devices/medical-device-recalls-and-early-alerts/teleflexarrow-international-recall-arrow-fiberoptix-and-ultraflex-intra-aortic-balloon-iab-catheter; https://www.fda.gov/medical-devices/medical-device-recalls-and-early-alerts/teleflex-and-arrow-international-recall-arrow-quickflash-radial-artery-and-radial-arteryarterial; reason_code=DYNAMIC_CLASS_I_EVENT_RISK_WATCHLIST","2026-10-12"
"EW","implantable_interventional_devices_direct_payment","all","watchlist","The stale structural-heart hard-red rejection is cleared. Current FDA risk passes the production gate, although the 2025 arterial-cannula Class I removal remains part of post-market monitoring. The active exclusion is valuation and research-template driven; no override.","portfolio_safety_review","2026-08-13","2026-10-12","true","false","","https://www.fda.gov/medical-devices/medical-device-recalls-and-early-alerts/arterial-cannula-recall-edwards-lifesciences-removes-arterial-cannula-due-risk-wire-exposure; reason_code=REGULATORY_REJECT_CLEARED_VALUATION_WATCHLIST","2026-10-12"
"FMS","healthcare_services_cro_lab_services","all","reject","Maintain rejection without a hard-red label. Two trailing Class I families and elevated FDA event risk combine with weak Tier-1 fundamental quality, value-trap risk, and a technical-breakdown veto. Reconsider only after regulatory remediation and independent fundamental and technical repair; no override.","portfolio_risk_review","2026-08-13","2026-11-11","true","false","","https://www.fda.gov/medical-devices/medical-device-recalls-and-early-alerts/fresenius-medical-care-recalls-some-hemodialysis-machines-potential-exposure-toxic-compounds; https://www.fda.gov/medical-devices/letters-health-care-providers/update-potential-risk-exposure-toxic-compounds-when-using-hemodialysis-and-peritoneal-dialysis; reason_code=MULTIFACTOR_REGULATORY_FUNDAMENTAL_TECHNICAL_REJECT","2026-11-11"
"CODX","diagnostics_clinical_tests","all","watchlist","Close the FDA data fix using the verified sponsor-level EUA footprint. Logix Smart remains FDA-listed under EUA product code QJR. OUJ is an unrelated ultrasound-transducer disinfection device, QKO is a serology code, and OOI must not be assigned because CODX has no cleared or listed PCR Pro platform; the withdrawn 510(k) is retained only as premarket history. No FEI, 510(k), recall, or MDR fact is inferred. Keep CODX non-investable under its independent Tier-1, safe-core, valuation, growth, capitalization, value-trap, and technical gates; no override.","fda_footprint_review","2026-08-13","2026-10-12","true","false","","https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpcd/classification.cfm?id=QJR; https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpcd/classification.cfm?id=OUJ; https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpcd/classification.cfm?id=QKO; https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpcd/classification.cfm?id=OOI; https://www.fda.gov/medical-devices/covid-19-emergency-use-authorizations-medical-devices/in-vitro-diagnostics-euas-molecular-diagnostic-tests-sars-cov-2; https://www.sec.gov/Archives/edgar/data/1692415/000149315226023085/form10-q.htm; reason_code=FDA_EUA_PRODUCT_CODE_RECONCILIATION_COMPLETE","2026-10-12"
"RXST","elective_vision_dental_aesthetic_devices","all","watchlist","Close the FDA denominator data fix. RxSight has an exact canonical manufacturer mapping, and the current production database contains no linked MDRs or recalls. SEC-reported exposure reached 1,154 installed LDDs and approximately 332,000 implanted LALs by March 31, 2026. Retain watchlist status because normal template, fundamental, valuation, capitalization, and technical gates still fail; no override.","fda_event_risk_review","2026-08-13","2026-10-12","true","false","","https://www.sec.gov/Archives/edgar/data/1111485/000119312526208921/rxst-20260331.htm; reason_code=FDA_DENOMINATOR_AND_CANONICAL_LINKAGE_FIX_COMPLETE","2026-10-12"
"TCMD","home_chronic_care_devices_dme_drug_delivery","all","defer","Renew research-only deferral. FDA event risk is clean, but the Tier-1 cohort/template remains ineligible and the name retains concentrated DME reimbursement, documentation, and FCA compliance sensitivity. Reconsider only after cohort calibration and payer-risk evidence improve; no override.","portfolio_risk_review","2026-08-13","2026-09-12","true","false","","https://www.cms.gov/medicare-coverage-database/view/ncd.aspx?NCDId=225; https://www.justice.gov/usao-ma/pr/medical-device-company-pay-over-550000-resolve-false-claims-act-allegations; reason_code=RENEWED_NAME_AND_COHORT_DME_SENSITIVITY_DEFER","2026-09-12"
"XRAY","elective_vision_dental_aesthetic_devices","all","watchlist","Close the FDA data fix after complete targeted ingestion, entity reconciliation, clinical-event-date correction, and canonical product-family QA. The trailing clinical 24-month window contains zero death-designated MDRs and no Class I recall family, but 68,853 injury-designated MDR families, 2,963 malfunction MDR families, and one Class II recall remain material. Keep XRAY non-investable under FDA event-risk and independent fundamental, valuation, cohort, and technical gates. Exposure-normalized product-family scoring remains shadow-only; no override.","fda_event_risk_review","2026-08-13","2026-10-12","true","false","","output/med_devices_reports/fda_product_family_review/2026-08-13/med_device_fda_product_family_review_summary.csv; reason_code=FDA_DATA_FIX_COMPLETE_EVENT_RISK_WATCHLIST","2026-10-12"
